nid,iso3,year_start,t_type,sdg,flag_for_review,notes,concatenated,t_type_var,sewage_var,re_extraction_needed,proposed_change,sdg_logged_2019_12_19
12896,TGO,2006,chasse branchee a fosses simples,latrine_imp,,,,,,,,latrine_imp
12896,TGO,2006,chasse branchee a l'egout,flush_imp_sewer,,,,,,,,flush_imp_sewer
12896,TGO,2006,latrines a fosses/trou ouvert,latrine_unimp,,,,,,,,latrine_unimp
12896,TGO,2006,latrines ameliorees auto aerees (laa),latrine_imp,,,,,,,,latrine_imp
12896,TGO,2006,latrines couvertes,latrine_imp,,,,,,,,latrine_imp
12896,TGO,2006,manquant,,,,,,,,,
12896,TGO,2006,pas de toilettes ou brousse ou champ,open,,,,,,,,open
12896,TGO,2006,seaux/tinettes,unimp,,,,,,,,unimp
12896,TGO,2006,toilette suspendues/latrines suspendues,unimp,,,,,,,,unimp
12896,TGO,2006,toilettes a compostage,imp,,,,,,,,imp
12940,TTO,2000,missing,,,,,,,,,
12940,TTO,2000,none,open,,,,,,,,open
12940,TTO,2000,other,,,,,,,,,
12940,TTO,2000,pit,latrine_cw,,,,,,,,latrine_cw
12940,TTO,2000,wc linked to sewer,flush_imp_sewer,,,,,,,,flush_imp_sewer
12940,TTO,2000,wc not linked to sewer,flush_unimp,,,,,,,,flush_unimp
12950,TTO,2006,bucket,unimp,,,,,,,,unimp
12950,TTO,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
12950,TTO,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
12950,TTO,2006,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
12950,TTO,2006,flush to unknown place/not sure/dk where,flush_imp,,,,,,,,flush_imp
12950,TTO,2006,missing,,,,,,,,,
12950,TTO,2006,no facilities or bush or field,open,,,,,,,,open
12950,TTO,2006,other,,,,,,,,,
12950,TTO,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
12950,TTO,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
12950,TTO,2006,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13064,TKM,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
13064,TKM,2006,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
13064,TKM,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13064,TKM,2006,no facilities or bush or field,open,,,,,,,,open
13064,TKM,2006,other,,,,,,,,,
13064,TKM,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13064,TKM,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
13064,TKM,2006,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13084,UGA,2004,covered traditional pit latrine - private,latrine_imp,,,,,,,,latrine_imp
13084,UGA,2004,covered traditional pit latrine - shared,latrine_imp,,,,,,,,latrine_imp
13084,UGA,2004,covered ventilated improved pit latrine - private,latrine_imp,,,,,,,,latrine_imp
13084,UGA,2004,covered ventilated improved pit latrine - shared,latrine_imp,,,,,,,,latrine_imp
13084,UGA,2004,flush toilet,flush_cw,,,,,,,,flush_cw
13084,UGA,2004,"no facility, bush, field",open,,,,,,,,open
13084,UGA,2004,other,,,,,,,,,
13084,UGA,2004,uncovered pit latrine,latrine_unimp,,,,,,,,latrine_unimp
13109,UGA,2009,composting toilet,imp,,,,,,,,imp
13109,UGA,2009,covered pit latrine no slab,latrine_imp,,,,,,,,latrine_imp
13109,UGA,2009,covered pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13109,UGA,2009,flush toilet,flush_cw,,,,,,,,flush_cw
13109,UGA,2009,no facility,open,,,,,,,,open
13109,UGA,2009,other,,,,,,,,,
13109,UGA,2009,uncovered pit latrine no slab,latrine_unimp,,,,,,,,latrine_unimp
13109,UGA,2009,uncovered pit latrine with slab,latrine_unimp,,,,,,,,latrine_unimp
13109,UGA,2009,vip latrine,latrine_imp,,,,,,,,latrine_imp
13436,UZB,2000,bucket,unimp,,,,,,,,unimp
13436,UZB,2000,flush to sewage system or septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13436,UZB,2000,improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13436,UZB,2000,missing,,,,,,,,,
13436,UZB,2000,"no facilities, bush, field",open,,,,,,,,open
13436,UZB,2000,open pit,latrine_unimp,,,,,,,,latrine_unimp
13436,UZB,2000,pour flush latrine (water seal type),latrine_cw,,,,,,,,latrine_cw
13436,UZB,2000,traditional pit latrine,latrine_cw,,,,,,,,latrine_cw
13445,UZB,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
13445,UZB,2006,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
13445,UZB,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13445,UZB,2006,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
13445,UZB,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13445,UZB,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
13445,UZB,2006,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13465,VUT,2007,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
13465,VUT,2007,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13465,VUT,2007,missing,,,,,,,,,
13465,VUT,2007,no facilities or bush or field,open,,,,,,,,open
13465,VUT,2007,other,,,,,,,,,
13465,VUT,2007,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13465,VUT,2007,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
13465,VUT,2007,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13516,VEN,2000,balde o bacinilla,unimp,,,,,,,,unimp
13516,VEN,2000,letrina al aire libre,latrine_cw,,,,,,,,latrine_cw
13516,VEN,2000,letrina tradicional,latrine_cw,,,,,,,,latrine_cw
13516,VEN,2000,no tiene servicio sanitario,open,,,,,,,,open
13516,VEN,2000,otro,,,,,,,,,
13516,VEN,2000,poceta a cloaca,latrine_imp,,,,,,,,latrine_imp
13516,VEN,2000,poceta o pozo septico,septic,,,,,,,,septic
13544,VNM,2005,flush toilet,flush_cw,,,,,,,,flush_cw
13544,VNM,2005,"no facility, bush, field",open,,,,,,,,open
13544,VNM,2005,traditional pit toilet/latrine,latrine_cw,,,,,,,,latrine_cw
13544,VNM,2005,ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
13693,VNM,2004,double vault compost latrine.,imp,,,,,,,,imp
13693,VNM,2004,flush toilet with septic tank/sewage pipes,flush_imp_septic,,,,,,,,flush_imp_septic
13693,VNM,2004,no toilet,open,,,,,,,,open
13693,VNM,2004,others,,,,,,,,,
13693,VNM,2004,suilabh,latrine_imp,,,,,,,,latrine_imp
13693,VNM,2004,toilet directly over the water,unimp,,,,,,,,unimp
13708,VNM,2000,bucket,unimp,,,,,,,,unimp
13708,VNM,2000,flush to sewage system/septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13708,VNM,2000,"improved pit latrine (i,e,, vip)",latrine_imp,,,,,,,,latrine_imp
13708,VNM,2000,no facilities/bush/field,open,,,,,,,,open
13708,VNM,2000,open pit,latrine_unimp,,,,,,,,latrine_unimp
13708,VNM,2000,other,,,,,,,,,
13708,VNM,2000,pour flush latrine (water seal type),latrine_cw,,,,,,,,latrine_cw
13708,VNM,2000,traditional pit latrine,latrine_cw,,,,,,,,latrine_cw
13719,VNM,2006,bucket,unimp,,,,,,,,unimp
13719,VNM,2006,composting toilet,imp,,,,,,,,imp
13719,VNM,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
13719,VNM,2006,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
13719,VNM,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13719,VNM,2006,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
13719,VNM,2006,flush to unknown place/not sure/dk where,flush_imp,,,,,,,,flush_imp
13719,VNM,2006,hanging toilet/hanging latrine,unimp,,,,,,,,unimp
13719,VNM,2006,no facilities or bush or field,open,,,,,,,,open
13719,VNM,2006,other,,,,,,,,,
13719,VNM,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13719,VNM,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
13719,VNM,2006,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
13816,YEM,2006,bucket,unimp,,,,,,,,unimp
13816,YEM,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
13816,YEM,2006,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
13816,YEM,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
13816,YEM,2006,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
13816,YEM,2006,flush to unknown place/not sure/dk where,flush_imp,,,,,,,,flush_imp
13816,YEM,2006,missing,,,,,,,,,
13816,YEM,2006,no facilities or bush or field,open,,,,,,,,open
13816,YEM,2006,other,,,,,,,,,
13816,YEM,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
13816,YEM,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
13816,YEM,2006,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
14027,ZMB,2002,aqua privy,imp,,,,,,,,imp
14027,ZMB,2002,communal pit latrine,latrine_cw,,,,,,,,latrine_cw
14027,ZMB,2002,communal/shared flush toilet,flush_cw,,,,,,,,flush_cw
14027,ZMB,2002,neighbourâs/another householdâs pit latrine,latrine_cw,,,,,,,,latrine_cw
14027,ZMB,2002,none,open,,,,,,,,open
14027,ZMB,2002,other,,,,,,,,,
14027,ZMB,2002,own flush toilet inside the house,flush_cw,,,,,,,,flush_cw
14027,ZMB,2002,own flush toilet outside the house,flush_cw,,,,,,,,flush_cw
14027,ZMB,2002,own pit latrine,latrine_cw,,,,,,,,latrine_cw
14063,ZMB,2004,aqua privy,imp,,,,,,,,imp
14063,ZMB,2004,bucket/tin/other container,unimp,,,,,,,,unimp
14063,ZMB,2004,communal pit latrine,latrine_cw,,,,,,,,latrine_cw
14063,ZMB,2004,communal/shared flush toilet,flush_cw,,,,,,,,flush_cw
14063,ZMB,2004,neighbourâs/another householdâs pit latrine,latrine_cw,,,,,,,,latrine_cw
14063,ZMB,2004,none,open,,,,,,,,open
14063,ZMB,2004,other,,,,,,,,,
14063,ZMB,2004,own flush toilet inside the house,flush_cw,,,,,,,,flush_cw
14063,ZMB,2004,own flush toilet outside the house,flush_cw,,,,,,,,flush_cw
14063,ZMB,2004,own pit latrine,latrine_cw,,,,,,,,latrine_cw
14105,ZMB,2006,aqua privy,imp,,,,,,,,imp
14105,ZMB,2006,bucket/tin/other container,unimp,,,,,,,,unimp
14105,ZMB,2006,communal pit latrine,latrine_cw,,,,,,,,latrine_cw
14105,ZMB,2006,communal/shared flush toilet,flush_cw,,,,,,,,flush_cw
14105,ZMB,2006,neighbours's pit latrine,latrine_cw,,,,,,,,latrine_cw
14105,ZMB,2006,none,open,,,,,,,,open
14105,ZMB,2006,other,,,,,,,,,
14105,ZMB,2006,own flush toilet inside the house,flush_cw,,,,,,,,flush_cw
14105,ZMB,2006,own flush toilet outside the house,flush_cw,,,,,,,,flush_cw
14105,ZMB,2006,own pit latrine,latrine_cw,,,,,,,,latrine_cw
14341,TZA,2004,dk,,,,,,,,,
14341,TZA,2004,flush toilet,flush_cw,,,,,,,,flush_cw
14341,TZA,2004,other (specify),,,,,,,,,
14341,TZA,2004,pan/bucket,unimp,,,,,,,,unimp
14341,TZA,2004,pit latrine,latrine_cw,,,,,,,,latrine_cw
18468,AFG,2006,defecation in field/ outsied the house,open,,,,,,,,open
18468,AFG,2006,flush,flush_cw,,,,,,,,flush_cw
18468,AFG,2006,improved vault latrine,latrine_imp,,,,,,,,latrine_imp
18468,AFG,2006,no response / blank,,,,,,,,,
18468,AFG,2006,ordinary vault latrine,latrine_imp,,,,,,,,latrine_imp
18468,AFG,2006,traditional pit,latrine_cw,,,,,,,,latrine_cw
18499,BFA,2007,autre,,,,,,,,,
18499,BFA,2007,dans la  nature,open,,,,,,,,open
18499,BFA,2007,fosse septique,septic,,,,,,,,septic
18499,BFA,2007,latri or toilette chasse manuelle,flush_cw,,,,,,,,flush_cw
18499,BFA,2007,latrines ordinaires,latrine_cw,,,,,,,,latrine_cw
18499,BFA,2007,latrines traditionnelles réhab,latrine_cw,,,,,,,,latrine_cw
18499,BFA,2007,vip fosse,latrine_imp,,,,,,,,latrine_imp
18533,CIV,2011,bucket toilet,unimp,,,,,,,,unimp
18533,CIV,2011,composting toilet,imp,,,,,,,,imp
18533,CIV,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
18533,CIV,2011,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
18533,CIV,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
18533,CIV,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
18533,CIV,2011,"flush, don't know where",flush_imp,,,,,,,,flush_imp
18533,CIV,2011,hanging toilet/latrine,unimp,,,,,,,,unimp
18533,CIV,2011,no facility/bush/field,open,,,,,,,,open
18533,CIV,2011,other,,,,,,,,,
18533,CIV,2011,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
18533,CIV,2011,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
18533,CIV,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
18815,LKA,2006,bucket toilet,unimp,,,,,,,,unimp
18815,LKA,2006,composting toilet,imp,,,,,,,,imp
18815,LKA,2006,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
18815,LKA,2006,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
18815,LKA,2006,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
18815,LKA,2006,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
18815,LKA,2006,"flush, don't know where",flush_imp,,,,,,,,flush_imp
18815,LKA,2006,no facility/bush/field,open,,,,,,,,open
18815,LKA,2006,other,,,,,,,,,
18815,LKA,2006,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
18815,LKA,2006,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
18815,LKA,2006,ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
18902,BGD,2004,hanging latrine,unimp,,,,,,,,unimp
18902,BGD,2004,no facility/bush/field,open,,,,,,,,open
18902,BGD,2004,open latrine,latrine_unimp,,,,,,,,latrine_unimp
18902,BGD,2004,pit latrine,latrine_cw,,,,,,,,latrine_cw
18902,BGD,2004,septic tank/modern toilet,flush_imp_septic,,,,,,,,flush_imp_septic
18902,BGD,2004,water sealed/slab latrine,latrine_imp,,,,,,,,latrine_imp
18913,BGD,2007,bucket toilet,unimp,,,,,,,,unimp
18913,BGD,2007,flush - don't know where,flush_imp,,,,,,,,flush_imp
18913,BGD,2007,flush - to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
18913,BGD,2007,flush - to pit latrine,latrine_imp,,,,,,,,latrine_imp
18913,BGD,2007,flush - to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
18913,BGD,2007,flush - to somewhere else,flush_unimp,,,,,,,,flush_unimp
18913,BGD,2007,hanging toilet/latrine,unimp,,,,,,,,unimp
18913,BGD,2007,no facility/bush/field,open,,,,,,,,open
18913,BGD,2007,pit latrine - with slab,latrine_imp,,,,,,,,latrine_imp
18913,BGD,2007,pit latrine - without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
18920,BGD,2001,hanging latrine,unimp,,,,,,,,unimp
18920,BGD,2001,no facility,open,,,,,,,,open
18920,BGD,2001,open latrine,latrine_unimp,,,,,,,,latrine_unimp
18920,BGD,2001,other,,,,,,,,,
18920,BGD,2001,pit latrine,latrine_cw,,,,,,,,latrine_cw
18920,BGD,2001,septic tank/modern toilet,flush_imp_septic,,,,,,,,flush_imp_septic
18920,BGD,2001,water sealed/slab latrine,latrine_imp,,,,,,,,latrine_imp
18950,BEN,2001,flush toilet,flush_cw,,,,,,,,flush_cw
18950,BEN,2001,"no facility, bush, field",open,,,,,,,,open
18950,BEN,2001,other,,,,,,,,,
18950,BEN,2001,unventilated latrine,latrine_unimp,,,,,,,,latrine_unimp
18950,BEN,2001,ventilated latrine,latrine_imp,,,,,,,,latrine_imp
18959,BEN,2006,flush toilet connected to sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
18959,BEN,2006,flush toilet not connected to sewer system,flush_unimp,,,,,,,,flush_unimp
18959,BEN,2006,hanging toilet/latrine,unimp,,,,,,,,unimp
18959,BEN,2006,"no toilet, in nature",open,,,,,,,,open
18959,BEN,2006,non-ventilated pit latrine,latrine_cw,,,,,,,,latrine_cw
18959,BEN,2006,other,,,,,,,,,
18959,BEN,2006,ventilated pit latrine,latrine_imp,,,,,,,,latrine_imp
19001,BOL,2003,camara sptica,septic,,,,,,,,septic
19001,BOL,2003,flush toilet,flush_cw,,,,,,,,flush_cw
19001,BOL,2003,no facility/ bush/ field,open,,,,,,,,open
19001,BOL,2003,pit toilet,latrine_cw,1,,,,,,latrine_cw,latrine_imp
19088,BFA,2003,flush toilet,flush_cw,,,,,,,latrine_unimp,flush_cw
19088,BFA,2003,no facility,open,,,,,,,,open
19088,BFA,2003,other,,,,,,,,,
19088,BFA,2003,traditional pit toilet,latrine_cw,,,,,,,,latrine_cw
19088,BFA,2003,ventilated improved pit (vip) latrine,latrine_imp,,,,,,,,latrine_imp
19133,BFA,2010,composting toilet,imp,,,,,,,,imp
19133,BFA,2010,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
19133,BFA,2010,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
19133,BFA,2010,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
19133,BFA,2010,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
19133,BFA,2010,"flush, don't know where",flush_imp,,,,,,,,flush_imp
19133,BFA,2010,hanging toilet/latrine,unimp,,,,,,,,unimp
19133,BFA,2010,no facility/bush/field,open,,,,,,,,open
19133,BFA,2010,other,,,,,,,,,
19133,BFA,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
19133,BFA,2010,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
19133,BFA,2010,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
19156,KHM,2000,flush connected to sewer/with septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
19156,KHM,2000,flush unconnected to sewer/without septic tank,flush_unimp,,,,,,,,flush_unimp
19156,KHM,2000,latrine connected to sewer/with septic tank,septic,,,,,,,,septic
19156,KHM,2000,no facility/field,open,,,,,,,,open
19156,KHM,2000,other,,,,,,,,,
19156,KHM,2000,traditional pit/latrine unconnected to sewer/without septic,latrine_cw,,,,,,,,latrine_cw
19167,KHM,2005,bucket toilet,unimp,,,,,,,,unimp
19167,KHM,2005,composting toilet,imp,,,,,,,,imp
19167,KHM,2005,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
19167,KHM,2005,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
19167,KHM,2005,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
19167,KHM,2005,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
19167,KHM,2005,"flush, don't know where",flush_imp,,,,,,,,flush_imp
19167,KHM,2005,hanging toilet/latrine,unimp,,,,,,,,unimp
19167,KHM,2005,no toilet/field/forest,open,,,,,,,,open
19167,KHM,2005,other,,,,,,,,,
19167,KHM,2005,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
19167,KHM,2005,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
19167,KHM,2005,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
19211,CMR,2004,autre,,,,,,,,,
19211,CMR,2004,chasse dâeau,flush_cw,,,,,,,,flush_cw
19211,CMR,2004,fosse/latrines ameliorees,latrine_imp,,,,,,,,latrine_imp
19211,CMR,2004,fosse/latrines rudimentaires,latrine_cw,,,,,,,,latrine_cw
19211,CMR,2004,pas de toilettes /nature,open,,,,,,,,open
19274,CMR,2011,bucket toilet,unimp,,,,,,,,unimp
19274,CMR,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
19274,CMR,2011,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
19274,CMR,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
19274,CMR,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
19274,CMR,2011,hanging toilet/latrine,unimp,,,,,,,,unimp
19274,CMR,2011,no facility/bush/field,open,,,,,,,,open
19274,CMR,2011,other,,,,,,,,,
19274,CMR,2011,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
19274,CMR,2011,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
19274,CMR,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
19315,TCD,2004,no facility/bush/field,open,,,,,,,,open
19315,TCD,2004,other,,,,,,,,,
19315,TCD,2004,private flush toilet,flush_cw,,,,,,,,flush_cw
19315,TCD,2004,shared flush toilet,flush_cw,,,,,,,,flush_cw
19315,TCD,2004,traditional pip toilet,latrine_cw,,,,,,,,latrine_cw
19315,TCD,2004,ventilated improved latrine,latrine_imp,,,,,,,,latrine_imp
19324,COL,2004,no toilet facility,open,,,,,,,,open
19324,COL,2004,other,,,,,,,,,
19324,COL,2004,toilet connected to plot/yard,flush_unimp,,,,,,,,flush_unimp
19324,COL,2004,toilet connected to septic well,flush_imp_septic,,,,,,,,flush_imp_septic
19324,COL,2004,toilet connected to sewer,flush_imp_sewer,,,,,,,,flush_imp_sewer
19324,COL,2004,traditional pit toilet,latrine_cw,,,,,,,,latrine_cw
19324,COL,2004,traditional toilet to sea/river (low tide),flush_unimp,,,,,,,,flush_unimp
19359,COL,2000,no facility,open,,,,,,,,open
19359,COL,2000,other,,,,,,,,,
19359,COL,2000,"toilet to creek, open space",flush_unimp,,,,,,,,flush_unimp
19359,COL,2000,toilet to pit,latrine_imp,,,,,,,,latrine_imp
19359,COL,2000,toilet to sewer,flush_imp_sewer,,,,,,,,flush_imp_sewer
19359,COL,2000,traditional pit toilet,latrine_cw,,,,,,,,latrine_cw
19381,COD,2007,flush toilet,flush_cw,,,,,,,,flush_cw
19381,COD,2007,"no facility, bush, field",open,,,,,,,,open
19381,COD,2007,other,,,,,,,,,
19381,COD,2007,traditional pit toilet (covered),latrine_imp,,,,,,,,latrine_imp
19381,COD,2007,traditional pit toilet (uncovered),latrine_unimp,,,,,,,,latrine_unimp
19381,COD,2007,ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
19391,COG,2005,flush toilet,flush_cw,,,,,,,,flush_cw
19391,COG,2005,"no facility, bush, field",open,,,,,,,,open
19391,COG,2005,other,,,,,,,,,
19391,COG,2005,traditional pit toilet,latrine_cw,,,,,,,,latrine_cw
19391,COG,2005,ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
19444,DOM,2002,flush toilet private,flush_cw,,,,,,,,flush_cw
19444,DOM,2002,flush toilet shared,flush_cw,,,,,,,,flush_cw
19444,DOM,2002,no facility,open,,,,,,,,open
19444,DOM,2002,other,,,,,,,,,
19444,DOM,2002,pit toilet with basinet (private),latrine_imp,,,,,,,,latrine_imp
19444,DOM,2002,pit toilet with bassinet (shared),latrine_imp,,,,,,,,latrine_imp
19444,DOM,2002,pit toilet without bassinet (private),latrine_unimp,,,,,,,,latrine_unimp
19444,DOM,2002,pit toilet without bassinet (shared),latrine_unimp,,,,,,,,latrine_unimp
19456,DOM,2007,no facility,open,,,,,,,,open
19456,DOM,2007,other,,,,,,,,,
19456,DOM,2007,private latrine with slab,latrine_imp,,,,,,,,latrine_imp
19456,DOM,2007,private latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
19456,DOM,2007,private toilet,flush_cw,,,,,,,,flush_cw
19456,DOM,2007,share latrine with slab,latrine_imp,,,,,,,,latrine_imp
19456,DOM,2007,share latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
19456,DOM,2007,share toilet,flush_cw,,,,,,,,flush_cw
19511,EGY,2000,..modern flush toilet,flush_cw,,,,,,,,flush_cw
19511,EGY,2000,..no facility,open,,,,,,,,open
19511,EGY,2000,..pit toilet\latrine,latrine_imp,,,,,,,,latrine_imp
19511,EGY,2000,..traditional with bucket flush,flush_cw,,,,,,,,flush_cw
19511,EGY,2000,..traditional with tank flush,flush_cw,,,,,,,,flush_cw
19521,EGY,2005,bucket toilet don't know where,unimp,,,1,type of toilet facility,where does this facility drain,1,,unimp
19521,EGY,2005,bucket toilet emptied (no connection),unimp,,,1,type of toilet facility,where does this facility drain,1,,unimp
19521,EGY,2005,bucket toilet other,unimp,,,1,type of toilet facility,where does this facility drain,1,,unimp
19521,EGY,2005,bucket toilet piped connected to canal,unimp,,,1,type of toilet facility,where does this facility drain,1,,unimp
19521,EGY,2005,bucket toilet septic system,septic,,,1,type of toilet facility,where does this facility drain,1,,septic
19521,EGY,2005,bucket toilet vault (bayara),latrine_imp,,,1,type of toilet facility,where does this facility drain,1,,latrine_imp
19521,EGY,2005,modern flush toilet,flush_cw,,,1,type of toilet facility,where does this facility drain,1,,flush_cw
19521,EGY,2005,modern flush toilet don't know where,flush_imp,,,1,type of toilet facility,where does this facility drain,1,,flush_imp
19521,EGY,2005,modern flush toilet emptied (no connection),flush_unimp,,,1,type of toilet facility,where does this facility drain,1,,flush_unimp
19521,EGY,2005,modern flush toilet piped connected to canal,flush_unimp,,,1,type of toilet facility,where does this facility drain,1,,flush_unimp
19521,EGY,2005,modern flush toilet piped connected to ground water,flush_unimp,,,1,type of toilet facility,where does this facility drain,1,,flush_unimp
19521,EGY,2005,modern flush toilet piped sewer system,flush_imp_sewer,,,1,type of toilet facility,where does this facility drain,1,,flush_imp_sewer
19521,EGY,2005,modern flush toilet septic system,flush_imp_septic,,,1,type of toilet facility,where does this facility drain,1,,flush_imp_septic
19521,EGY,2005,modern flush toilet vault (bayara),latrine_imp,,,1,type of toilet facility,where does this facility drain,1,,latrine_imp
19521,EGY,2005,no facility/bush/field,open,,,1,type of toilet facility,where does this facility drain,1,,open
19521,EGY,2005,piped connected to canal,,1,missing t_type,1,type of toilet facility,where does this facility drain,1,blank,flush_unimp
19521,EGY,2005,piped sewer system,,1,missing t_type,1,type of toilet facility,where does this facility drain,1,blank,flush_imp_sewer
19521,EGY,2005,pit latrine don't know where,unimp,1,,1,type of toilet facility,where does this facility drain,1,unimp,latrine_cw
19521,EGY,2005,pit latrine emptied (no connection),unimp,1,,1,type of toilet facility,where does this facility drain,1,unimp,latrine_unimp
19521,EGY,2005,pit latrine other,unimp,1,,1,type of toilet facility,where does this facility drain,1,unimp,latrine_cw
19521,EGY,2005,pit latrine piped sewer system,sewer,1,,1,type of toilet facility,where does this facility drain,1,latrine_cw,sewer
19521,EGY,2005,pit latrine septic system,septic,,,1,type of toilet facility,where does this facility drain,1,,septic
19521,EGY,2005,pit latrine vault (bayara),latrine_imp,,,1,type of toilet facility,where does this facility drain,1,,latrine_imp
19521,EGY,2005,septic system,septic,,,1,type of toilet facility,where does this facility drain,1,,septic
19521,EGY,2005,traditional bucket flush,flush_cw,,,1,type of toilet facility,where does this facility drain,1,,flush_cw
